UniqueDBIdentifier	Identifier	PosNeg	m/z	Retention time (min)	MultipleRetentionTimes	KEGG ID	HMDB	PubChem	Identity	Formula	Note	Conflict_flag_old	Conflict_1_old	Conflict_2_old
2B4_218.067011_4.49_Neg	2B4	Neg	218.067011	4.49		C01118		439406	O-Succinyl-L-Homoserine	C8H13NO6	HMDB0001418 revoked as microbial	1	HMDB	Formula; Identity; KEGG ID; PubChem
2B4_220.081563_4.58_Pos	2B4	Pos	220.081563	4.58		C01118		439406	O-Succinyl-L-Homoserine	C8H13NO6	HMDB0001418 revoked as microbial	1	HMDB	Formula; Identity; KEGG ID; PubChem
4D9_88.988033_6.66_Neg	4D9	Neg	88.988033	6.66		C00209	HMDB0002329	971	Oxalic acid	C2H2O4				
5D4_130.998596_6.31_Neg	5D4	Neg	130.998596	6.31		C00036	HMDB0000223	970	Oxaloacetate	C4H4O5				
6H6_341.108935_5.02_Neg	6H6	Neg	341.108935	5.02		C01742		439559	Palatinose	C12H22O11				
7C1_255.232954_1.12_Neg	7C1	Neg	255.232954	1.12		C00249	HMDB0000220	985	Palmitate	C16H32O2		1	KEGG ID	Formula; HMDB; Identity; PubChem
7C1_257.247507_1.01_Pos	7C1	Pos	257.247507	1.01		C00249	HMDB0000220	985	Palmitate	C16H32O2		1	KEGG ID	Formula; HMDB; Identity; PubChem
Internal Std_271.28663_1.12_Neg	Internal Std	Neg	271.28663	1.12					"Palmitic acid (U-13C16, 98%)"	[13]C16H32O2	BETTER			
7B12_253.217304_1_Neg	7B12	Neg	253.217304	1		C08362	HMDB0003229	445638	Palmitoleic acid	C16H30O2		1	KEGG ID	Formula; HMDB; Identity; PubChem
Flores_1004.337597_1.28_Neg	Flores	Neg	1004.337597	1.28	1		HMDB0001338	644109	Palmitoyl CoA	C37H66N7O17P3S				
Flores_1004.337597_2.09_Neg	Flores	Neg	1004.337597	2.09	1		HMDB0001338	644109	Palmitoyl CoA	C37H66N7O17P3S				
Flores_1006.35215_1.28_Pos	Flores	Pos	1006.35215	1.28	1		HMDB0001338	644109	Palmitoyl CoA	C37H66N7O17P3S				
Flores_1006.35215_2.09_Pos	Flores	Pos	1006.35215	2.09	1		HMDB0001338	644109	Palmitoyl CoA	C37H66N7O17P3S				
2H4_400.342135_1.18_Pos	2H4	Pos	400.342135	1.18				461	Palmitoyl-DL-Carnitine	C23H45NO4				
_400.342135_1.3_Pos		Pos	400.342135	1.3		C02990	HMDB0000222	11953816	Palmitoyl-L-Carnitine	C23H45NO4				
2C1_179.05745_1.51_Neg	2C1	Neg	179.05745	1.51		C13747	HMDB0001860	4687	Paraxanthine	C7H8N4O2				
2C1_181.072002_1.54_Pos	2C1	Pos	181.072002	1.54		C13747	HMDB0001860	4687	Paraxanthine	C7H8N4O2				
5B4_101.060804_1.32_Neg	5B4	Neg	101.060804	1.32		C00803	HMDB0031207	114781	Pentanoate	C5H10O2				
7A8_281.248604_1_Neg	7A8	Neg	281.248604	1		C08363	HMDB0002080	5281125	Petroselinic acid	C18H34O2				
6B8_122.096426_9.1_Pos	6B8	Pos	122.096426	9.1		C05332	HMDB0012275	1001	Phenethylamine	C8H11N				
6B3_137.059706_2.18_Pos	6B3	Pos	137.059706	2.18		C00548	HMDB0040733	31229	Phenyl acetate	C8H8O2				
6B1_119.050238_1.2_Neg	6B1	Neg	119.050238	1.2		C00601	HMDB0006236	998	Phenylacetaldehyde	C8H8O				
6B1_121.064792_1.12_Pos	6B1	Pos	121.064792	1.12		C00601	HMDB0006236	998	Phenylacetaldehyde	C8H8O				
6E9._135.045153_1.21_Neg	6E9.	Neg	135.045153	1.21		C07086	HMDB0000209	999	Phenylacetic acid	C8H8O2				
7E12._163.040067_1.2_Neg	7E12.	Neg	163.040067	1.2		C00166	HMDB0000205	997	Phenylpyruvate	C9H8O3				
3B5_166.975099_6.92_Neg	3B5	Neg	166.975099	6.92		C00074	HMDB0000263	1005	Phospho(enol)pyruvic acid	C3H5O6P				
3B5_168.989651_6.92_Pos	3B5	Pos	168.989651	6.92		C00074	HMDB0000263	1005	Phospho(enol)pyruvic acid	C3H5O6P				
3A8_182.058769_4.99_Neg	3A8	Neg	182.058769	4.99		C00588	HMDB0001565	1014	Phosphocholine	C5H14NO4P				
3A8_184.073321_5.09_Pos	3A8	Pos	184.073321	5.09		C00588	HMDB0001565	1014	Phosphocholine	C5H14NO4P				
3F5_210.028532_5.39_Neg	3F5	Neg	210.028532	5.39		C02305	HMDB0001511	9548602	Phosphocreatine	C4H10N3O5P				
3F5_212.043084_5.54_Pos	3F5	Pos	212.043084	5.54		C02305	HMDB0001511	9548602	Phosphocreatine	C4H10N3O5P				
Internal Std_168.981807_6.89_Neg	Internal Std	Neg	168.981807	6.89					"Phosphoenol pyruvate (2,3-13C2)"	[13]C2CH5O6P				
Internal Std_170.996361_6.88_Pos	Internal Std	Pos	170.996361	6.88					"Phosphoenol pyruvate (2,3-13C2)"	[13]C2CH5O6P				
2E9._138.980184_6.08_Neg	2E9.	Neg	138.980184	6.08		C05682	HMDB0004110	546	Phosphonoacetate	C2H5O5P				
5H3_159.066283_4.42_Neg	5H3	Neg	159.066283	4.42		C02656	HMDB0000857	385	Pimelic acid	C7H12O4				
1C11_128.071703_3.72_Neg	1C11	Neg	128.071703	3.72		C00408	HMDB0005960	849	Pipecolate	C6H11NO2				
1C11_130.086255_3.71_Pos	1C11	Pos	130.086255	3.71		C00408	HMDB0005960	849	Pipecolate	C6H11NO2				
5A12_73.029503_2.05_Neg	5A12	Neg	73.029503	2.05		C00163	HMDB0030062	104745	Propionate	C3H6O2				
5G12_162.042134_3.07_Neg	5G12	Neg	162.042134	3.07		C00715	HMDB0000802	135398660	Pterin	C6H5N5O				
5G12_164.056686_3.14_Pos	5G12	Pos	164.056686	3.14		C00715	HMDB0000802	135398660	Pterin	C6H5N5O				
1A7_119.03632_1.99_Neg	1A7	Neg	119.03632	1.99		C15587	HMDB0001366	1044	Purine	C5H4N4				
1A7_121.050872_2.06_Pos	1A7	Pos	121.050872	2.06		C15587	HMDB0001366	1044	Purine	C5H4N4				
2C8_166.014582_5.78_Neg	2C8	Neg	166.014582	5.78		C03722	HMDB0000232	1066	"Pyridine-2,3-Dicarboxylate"	C7H5NO4				
2C8_168.029134_5.86_Pos	2C8	Pos	168.029134	5.86		C03722	HMDB0000232	1066	"Pyridine-2,3-Dicarboxylate"	C7H5NO4				
6D10_166.050966_2.07_Neg	6D10	Neg	166.050966	2.07		C00250	HMDB0001545	1050	Pyridoxal	C8H9NO3				
6D10_168.06552_2.03_Pos	6D10	Pos	168.06552	2.03		C00250	HMDB0001545	1050	Pyridoxal	C8H9NO3				
3B8_246.017298_4.52_Neg	3B8	Neg	246.017298	4.52		C00018	HMDB0001491	1051	Pyridoxal 5'-phosphate	C8H10NO6P				
3B8_248.03185_4.62_Pos	3B8	Pos	248.03185	4.62		C00018	HMDB0001491	1051	Pyridoxal 5'-phosphate	C8H10NO6P				
3D2_169.097154_3.34_Pos	3D2	Pos	169.097154	3.34		C00534	HMDB0001431	1052	Pyridoxamine	C8H12N2O2				
1G8_168.066617_1.94_Neg	1G8	Neg	168.066617	1.94		C00314	HMDB0000239	1054	Pyridoxine	C8H11NO3				
1G8_170.081169_1.99_Pos	1G8	Pos	170.081169	1.99		C00314	HMDB0000239	1054	Pyridoxine	C8H11NO3				
6E7._110.024752_2.43_Neg	6E7.	Neg	110.024752	2.43		C05942	HMDB0004230	12473	Pyrrole-2-carboxylate	C5H5NO2				
6B5_87.008767_2.29_Neg	6B5	Neg	87.008767	2.29		C00022	HMDB0000243	107735	Pyruvate	C3H4O3	Kim's sample			
Internal Std_89.015477_2.29_Neg	Internal Std	Neg	89.015477	2.29					Pyruvate (13C2)	[13]C2CH4O3				
Internal Std_91.03003_2.29_Pos	Internal Std	Pos	91.03003	2.29					Pyruvate (13C2)	[13]C2CH4O3				
1C8_191.056112_4.25_Neg	1C8	Neg	191.056112	4.25		C00296	HMDB0003072	6508	Quinate	C7H12O6				
7E5._130.065126_1.42_Pos	7E5.	Pos	130.065126	1.42					Quinoline	C9H7N				
7F11_301.238433_1_Neg	7F11	Neg	301.238433	1				79050	Rac-glycerol 1-myristate	C17H34O4				
6E10._151.040067_1.36_Neg	6E10.	Neg	151.040067	1.36		C12064		5055	Resorcinol monoacetate	C8H8O3				
6E10._153.054621_1.3_Pos	6E10.	Pos	153.054621	1.3		C12064		5055	Resorcinol monoacetate	C8H8O3				
7D12_299.201653_1.01_Neg	7D12	Neg	299.201653	1.01		C00777	HMDB0012874	24771817	Retinoate	C20H28O2				
7D12_301.216207_1.01_Pos	7D12	Pos	301.216207	1.01		C00777	HMDB0012874	24771817	Retinoate	C20H28O2				
6F9_151.061197_3.98_Neg	6F9	Neg	151.061197	3.98		C00474	HMDB0000508		Ribitol	C5H12O5	"CID6912 is Xylitol, not Ribitol"	1	PubChem	HMDB; Identity; KEGG ID
3H2_375.131008_2.07_Neg	3H2	Neg	375.131008	2.07		C00255	HMDB0000244	493570	Riboflavin	C17H20N4O6				
3H2_377.145561_2.07_Pos	3H2	Pos	377.145561	2.07		C00255	HMDB0000244	493570	Riboflavin	C17H20N4O6				
7B8_359.077241_2.99_Neg	7B8	Neg	359.077241	2.99		C01850	HMDB0003572	5281792	Rosmarinic acid	C18H16O8				
3E11._383.114313_4.3_Neg	3E11.	Neg	383.114313	4.3		C00021	HMDB0000939	439155	S-(5'-adenosyl)-L-Homocysteine	C14H20N6O5S				
3E11._385.128865_4.35_Pos	3E11.	Pos	385.128865	4.35		C00021	HMDB0000939	439155	S-(5'-adenosyl)-L-Homocysteine	C14H20N6O5S				
2H7_399.144515_6.33_Pos	2H7	Pos	399.144515	6.33		C00019	HMDB0001185	34755	S-(5'-adenosyl)-L-methionine	C15H23N6O5S				
Internal Std_393.14786_4.32_Neg	Internal Std	Neg	393.14786	4.32					S-Adenosyl-L-Homocysteine (13C10)	[13]C10C4H20N6O5S				
Internal Std_395.162413_4.3_Pos	Internal Std	Pos	395.162413	4.3					S-Adenosyl-L-Homocysteine (13C10)	[13]C10C4H20N6O5S				
6C12_136.040402_1.55_Neg	6C12	Neg	136.040402	1.55		D01811	HMDB0015687	5147	Salicylamide	C7H7NO2				
6C12_138.054955_1.51_Pos	6C12	Pos	138.054955	1.51		D01811	HMDB0015687	5147	Salicylamide	C7H7NO2				
6D11_137.024417_1.21_Neg	6D11	Neg	137.024417	1.21		C00805	HMDB0001895	54675850	Salicylate	C7H6O3				
1C6_88.040403_4.48_Neg	1C6	Neg	88.040403	4.48		C00213	HMDB0000271	1088	Sarcosine	C3H7NO2				
1C6_90.054955_4.5_Pos	1C6	Pos	90.054955	4.5		C00213	HMDB0000271	1088	Sarcosine	C3H7NO2				
Flores_210.059423_2.1_Neg	Flores	Neg	210.059423	2.1				193613	S-Benzyl-L-Cysteine	C10H13NO2S				
Flores_212.073976_2.12_Pos	Flores	Pos	212.073976	2.12				193613	S-Benzyl-L-Cysteine	C10H13NO2S				
4A12_178.017953_4.8_Neg	4A12	Neg	178.017953	4.8		C03727	HMDB0029415	193653	S-Carboxymethyl-L-Cysteine	C5H9NO4S				
4A12_180.032505_4.93_Pos	4A12	Pos	180.032505	4.93		C03727	HMDB0029415	193653	S-Carboxymethyl-L-Cysteine	C5H9NO4S				
3G5_390.17043_1.33_Neg	3G5	Neg	390.17043	1.33		C02886		97536	S-Hexyl-Glutathione	C16H29N3O6S				
3G5_392.184982_1.43_Pos	3G5	Pos	392.184982	1.43		C02886		97536	S-Hexyl-Glutathione	C16H29N3O6S				
1E12._173.045548_4.65_Neg	1E12.	Neg	173.045548	4.65		C00493	HMDB0003070	8742	Shikimate	C7H10O5				
4G8_171.006399_5.21_Neg	4G8	Neg	171.006399	5.21		C00093	HMDB0000126	439162	Sn-glycerol 3-phosphate	C3H9O6P				
4G8_173.020951_5.35_Pos	4G8	Pos	173.020951	5.35		C00093	HMDB0000126	439162	Sn-glycerol 3-phosphate	C3H9O6P				
5A2_111.045154_1.32_Neg	5A2	Neg	111.045154	1.32			HMDB0029582	1549237	Sorbate	C6H8O2				
7C3_300.290803_2.07_Neg	7C3	Neg	300.290803	2.07		C00836	HMDB0000269	91486	Sphinganine	C18H39NO2				
7C3_302.305356_2_Pos	7C3	Pos	302.305356	2		C00836	HMDB0000269	91486	Sphinganine	C18H39NO2				
4G1_665.214583_6.42_Neg	4G1	Neg	665.214583	6.42		C01613	HMDB0003553	439531	Stachyose	C24H42O21				
7F3_283.264254_0.99_Neg	7F3	Neg	283.264254	0.99		C01530	HMDB0000827	3033836	Stearate	C18H36O2				
Internal Std_286.283084_1.03_Neg	Internal Std	Neg	286.283084	1.03					Stearic acid (D3)	C18H33D3O2				
_275.201653_1.01_Neg		Neg	275.201653	1.01		C16300	HMDB0006547	5312508	Stearidonic acid	C18H28O2				
Flores_1032.368897_1.28_Neg	Flores	Neg	1032.368897	1.28	1		HMDB0001114	94140	Stearoyl CoA	C39H70N7O17P3S				
Flores_1032.368897_2.09_Neg	Flores	Neg	1032.368897	2.09	1		HMDB0001114	94140	Stearoyl CoA	C39H70N7O17P3S				
Flores_1034.38345_1.28_Pos	Flores	Pos	1034.38345	1.28	1		HMDB0001114	94140	Stearoyl CoA	C39H70N7O17P3S				
Flores_1034.38345_2.09_Pos	Flores	Pos	1034.38345	2.09	1		HMDB0001114	94140	Stearoyl CoA	C39H70N7O17P3S				
_428.373436_1.31_Pos		Pos	428.373436	1.31			HMDB0000848	6426855	Stearoyl-L-Carnitine	C25H49NO4				
6B10_173.081932_3.8_Neg	6B10	Neg	173.081932	3.8		C08278	HMDB0000893	10457	Suberic acid	C8H14O4				
1F1_117.019333_5.44_Neg	1F1	Neg	117.019333	5.44		C00042	HMDB0000254	1110	Succinic acid	C4H6O4				
Internal Std_121.044439_5.44_Neg	Internal Std	Neg	121.044439	5.44					Succinic acid (D4)	C4H2D4O4				
Internal Std_123.058992_5.44_Pos	Internal Std	Pos	123.058992	5.44					Succinic acid (D4)	C4H2D4O4				
Kim's std_866.123975_5.89_Neg	Kim's std	Neg	866.123975	5.89		C00091	HMDB0001022	92133	Succinyl-CoA	C25H40N7O19P3S				
Kim's std_868.138528_5.26_Pos	Kim's std	Pos	868.138528	5.26	1	C00091	HMDB0001022	92133	Succinyl-CoA	C25H40N7O19P3S				
Kim's std_868.138528_5.89_Pos	Kim's std	Pos	868.138528	5.89	1	C00091	HMDB0001022	92133	Succinyl-CoA	C25H40N7O19P3S				
6G2_341.108935_5_Neg	6G2	Neg	341.108935	5		C00089	HMDB0000258	5988	Sucrose	C12H22O11				
6G2_343.123488_5.01_Pos	6G2	Pos	343.123488	5.01		C00089	HMDB0000258	5988	Sucrose	C12H22O11				
1B5_124.007388_4.99_Neg	1B5	Neg	124.007388	4.99		C00245	HMDB0000251	1123	Taurine	C2H7NO3S				
1B5_126.02194_5.08_Pos	1B5	Pos	126.02194	5.08		C00245	HMDB0000251	1123	Taurine	C2H7NO3S				
7B11_466.298556_1.02_Pos	7B11	Pos	466.298556	1.02		C02592	HMDB0000722	439763	Taurolithocholate	C26H45NO5S	water loss			
7B11_482.294567_1.03_Neg	7B11	Neg	482.294567	1.03		C02592	HMDB0000722	439763	Taurolithocholate	C26H45NO5S				
7B11_484.309121_0.99_Pos	7B11	Pos	484.309121	0.99		C02592	HMDB0000722	439763	Taurolithocholate	C26H45NO5S				
4D12_179.057449_1.54_Neg	4D12	Neg	179.057449	1.54		C07480	HMDB0002825	5429	Theobromine	C7H8N4O2				
4D12_181.072002_1.59_Pos	4D12	Pos	181.072002	1.59		C07480	HMDB0002825	5429	Theobromine	C7H8N4O2				
2A10_179.05745_1.48_Neg	2A10	Neg	179.05745	1.48		C07130	HMDB0001889	2153	Theophylline	C7H8N4O2				
2A10_181.072002_1.51_Pos	2A10	Pos	181.072002	1.51		C07130	HMDB0001889	2153	Theophylline	C7H8N4O2				
3A11_265.111758_6.68_Pos	3A11	Pos	265.111758	6.68		C00378	HMDB0000235	1130	Thiamine	C12H16N4OS				
3G3_343.063537_4.45_Neg	3G3	Neg	343.063537	4.45		C01081	HMDB0002666	1131	Thiamine monophosphate	C12H17N4O4PS				
3G3_345.078089_4.55_Pos	3G3	Pos	345.078089	4.55		C01081	HMDB0002666	1131	Thiamine monophosphate	C12H17N4O4PS				
4B2_423.029868_4.79_Neg	4B2	Neg	423.029868	4.79		C00068	HMDB0001372	9068	Thiamine pyrophosphate	C12H18N4O7P2S				
4B2_425.044419_4.93_Pos	4B2	Pos	425.044419	4.93		C00068	HMDB0001372	9068	Thiamine pyrophosphate	C12H18N4O7P2S				
5D11_165.024041_1.57_Neg	5D11	Neg	165.024041	1.57		C16614	HMDB0060412	5778	Thiopurine s-Methylether	C6H6N4S				
5D11_167.038593_1.61_Pos	5D11	Pos	167.038593	1.61		C16614	HMDB0060412	5778	Thiopurine s-Methylether	C6H6N4S				
1H2_75.002243_3.08_Neg	1H2	Neg	75.002243	3.08		C14415	HMDB0034155	2723790	Thiourea	CH4N2S				
1H2_77.016795_3.1_Pos	1H2	Pos	77.016795	3.1		C14415	HMDB0034155	2723790	Thiourea	CH4N2S				
1D6_241.082996_1.76_Neg	1D6	Neg	241.082996	1.76		C00214	HMDB0000273	5789	Thymidine	C10H14N2O5				
1D6_243.097548_1.76_Pos	1D6	Pos	243.097548	1.76		C00214	HMDB0000273	5789	Thymidine	C10H14N2O5				
3C4_321.049327_4.28_Neg	3C4	Neg	321.049327	4.28		C00364	HMDB0001227	164953	Thymidine 5'-monophosphate	C10H15N2O8P				
3C4_323.063879_4.4_Pos	3C4	Pos	323.063879	4.4		C00364	HMDB0001227	164953	Thymidine 5'-monophosphate	C10H15N2O8P				
2G9_563.068481_5.02_Neg	2G9	Neg	563.068481	5.02		C00842	HMDB0001328	443210	Thymidine-5'-diphospho-Alpha-D-glucose	C16H26N2O16P2				
2G9_565.083033_5.02_Pos	2G9	Pos	565.083033	5.02		C00842	HMDB0001328	443210	Thymidine-5'-diphospho-Alpha-D-glucose	C16H26N2O16P2				
1E5._125.035651_1.86_Neg	1E5.	Neg	125.035651	1.86		C00178	HMDB0000262	1135	Thymine	C5H6N2O2				
1E5._127.050203_1.88_Pos	1E5.	Pos	127.050203	1.88		C00178	HMDB0000262	1135	Thymine	C5H6N2O2				
2F8_361.162977_2.25_Neg	2F8	Neg	361.162977	2.25		C03958	HMDB0060080	638678	Thyrotropin releasing hormone	C16H22N6O4				
2F8_363.177529_2.29_Pos	2F8	Pos	363.177529	2.29		C03958	HMDB0060080	638678	Thyrotropin releasing hormone	C16H22N6O4				
7D4_775.679403_2.05_Neg	7D4	Neg	775.679403	2.05		C01829	HMDB0000248	5819	Thyroxine	C15H11I4NO4				
7D4_777.693956_1.98_Pos	7D4	Pos	777.693956	1.98		C01829	HMDB0000248	5819	Thyroxine	C15H11I4NO4				
2F1_130.050967_4.7_Neg	2F1	Neg	130.050967	4.7		C01157	HMDB0000725	5810	trans-4-Hydroxy-L-Proline	C5H9NO3				
2F1_132.065519_4.72_Pos	2F1	Pos	132.065519	4.72		C01157	HMDB0000725	5810	trans-4-Hydroxy-L-Proline	C5H9NO3				
1H10_173.009162_7.36_Neg	1H10	Neg	173.009162	7.36		C02341	HMDB0000958	444212	Trans-aconitate	C6H6O6				
6B6_133.064792_1.06_Pos	6B6	Pos	133.064792	1.06		C00903	HMDB0003441	637511	Trans-cinnamaldehyde	C9H8O				
7F1_147.045153_1.2_Neg	7F1	Neg	147.045153	1.2		C00423	HMDB0000930	444539	Trans-cinnamate	C9H8O2				
2D8_117.091006_1.26_Pos	2D8	Pos	117.091006	1.26		C03739		92886	"Trans-Cyclohexane-1,2-Diol"	C6H12O2				
7F12_353.342504_0.97_Neg	7F12	Neg	353.342504	0.97			HMDB0001160	17085	Tricosanoic acid	C23H46O2				
4F3_136.040403_3.41_Neg	4F3	Neg	136.040403	3.41		C01004	HMDB0000875	5570	Trigonelline	C7H7NO2				
4F3_138.054955_3.4_Pos	4F3	Pos	138.054955	3.4		C01004	HMDB0000875	5570	Trigonelline	C7H7NO2				
5B1_60.080775_6.42_Pos	5B1	Pos	60.080775	6.42		C00565	HMDB0000906	1146	Trimethylamine	C3H9N				
Flores_77.041948_9.62_Pos	Flores	Pos	77.041948	9.62		C01008	HMDB0012295	1147	Trimethylsulfonium	C3H9S				
5A6_138.091341_8.76_Pos	5A6	Pos	138.091341	8.76		C00483	HMDB0000306	5610	Tyramine	C8H11NO				
1F3_111.020001_2.22_Neg	1F3	Neg	111.020001	2.22		C00106	HMDB0000300	1174	Uracil	C4H4N2O2				
1F3_113.034553_2.25_Pos	1F3	Pos	113.034553	2.25		C00106	HMDB0000300	1174	Uracil	C4H4N2O2				
1A12_167.021064_4.22_Neg	1A12	Neg	167.021064	4.22		C00366	HMDB0000289	1175	Urate	C5H4N4O3				
1A12_169.035616_4.34_Pos	1A12	Pos	169.035616	4.34		C00366	HMDB0000289	1175	Urate	C5H4N4O3				
1E8._243.06226_2.71_Neg	1E8.	Neg	243.06226	2.71		C00299	HMDB0000296	6029	Uridine	C9H12N2O6				
1E8._245.076812_2.73_Pos	1E8.	Pos	245.076812	2.73		C00299	HMDB0000296	6029	Uridine	C9H12N2O6				
4G12_402.994922_6.25_Neg	4G12	Neg	402.994922	6.25		C00015	HMDB0000295	6031	Uridine 5'-diphosphate	C9H14N2O12P2		1	KEGG ID	Formula; HMDB; Identity; PubChem
4G12_405.009474_6.29_Pos	4G12	Pos	405.009474	6.29		C00015	HMDB0000295	6031	Uridine 5'-diphosphate	C9H14N2O12P2		1	KEGG ID	Formula; HMDB; Identity; PubChem
3C12_565.047746_6.13_Neg	3C12	Neg	565.047746	6.13		C02199	HMDB0000302	18068	Uridine 5'-diphosphogalactose	C15H24N2O17P2				
3A5_565.047746_6.1_Neg	3A5	Neg	565.047746	6.1			HMDB0000286	8629	Uridine 5'-diphosphoglucose	C15H24N2O17P2	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
3A5_567.062298_6.14_Pos	3A5	Pos	567.062298	6.14			HMDB0000286	8629	Uridine 5'-diphosphoglucose	C15H24N2O17P2	KEGG not available	1	KEGG ID	Formula; HMDB; Identity; PubChem
3F6_579.027008_7.58_Neg	3F6	Neg	579.027008	7.58		C00167	HMDB0000935	17473	Uridine 5'-diphosphoglucuronic acid	C15H22N2O18P2				
3F6_581.041562_7.59_Pos	3F6	Pos	581.041562	7.59		C00167	HMDB0000935	17473	Uridine 5'-diphosphoglucuronic acid	C15H22N2O18P2				
3E6._606.074295_5.47_Neg	3E6.	Neg	606.074295	5.47		C00203	HMDB0000304	23700	Uridine 5'-diphospho-n-acetylgalactosamine	C17H27N3O17P2		1	KEGG ID	HMDB; Identity; PubChem
3E6._608.088847_5.57_Pos	3E6.	Pos	608.088847	5.57		C00203	HMDB0000304	23700	Uridine 5'-diphospho-n-acetylgalactosamine	C17H27N3O17P2		1	KEGG ID	HMDB; Identity; PubChem
3F3_606.074295_5.4_Neg	3F3	Neg	606.074295	5.4		C00043	HMDB0000290	445675	Uridine 5'-diphospho-n-acetylglucosamine	C17H27N3O17P2		1	KEGG ID	HMDB; Identity; PubChem
3F3_608.088847_5.54_Pos	3F3	Pos	608.088847	5.54		C00043	HMDB0000290	445675	Uridine 5'-diphospho-n-acetylglucosamine	C17H27N3O17P2		1	KEGG ID	HMDB; Identity; PubChem
3A9_482.961253_7.01_Neg	3A9	Neg	482.961253	7.01		C00075	HMDB0000285	6133	Uridine 5'-triphosphate	C9H15N2O15P3				
3A9_484.975805_7.02_Pos	3A9	Pos	484.975805	7.02		C00075	HMDB0000285	6133	Uridine 5'-triphosphate	C9H15N2O15P3				
1E3._323.028591_5.41_Neg	1E3.	Neg	323.028591	5.41		C00105	HMDB0000288	1172	Uridine-5-monophosphate	C9H13N2O9P				
1E3._325.043143_5.54_Pos	1E3.	Pos	325.043143	5.54		C00105	HMDB0000288	1172	Uridine-5-monophosphate	C9H13N2O9P				
2D4_137.035651_3.38_Neg	2D4	Neg	137.035651	3.38		C00785	HMDB0000301	736715	Urocanate	C6H6N2O2				
2D4_139.050203_3.47_Pos	2D4	Pos	139.050203	3.47		C00785	HMDB0000301	736715	Urocanate	C6H6N2O2				
7A7_391.285383_1.12_Neg	7A7	Neg	391.285383	1.12		C07880	HMDB0000946	31401	Ursodeoxycholic acid	C24H40O4				
7A7_393.299936_1.11_Pos	7A7	Pos	393.299936	1.11		C07880	HMDB0000946	31401	Ursodeoxycholic acid	C24H40O4				
7B3_443.295554_1.03_Neg	7B3	Neg	443.295554	1.03		C00828	HMDB0030017	5282367	Vitamin k2	C31H40O2				
1D10_151.026149_3.49_Neg	1D10	Neg	151.026149	3.49		C00385	HMDB0000292	1188	Xanthine	C5H4N4O2				
1D10_153.040701_3.63_Pos	1D10	Pos	153.040701	3.63		C00385	HMDB0000292	1188	Xanthine	C5H4N4O2				
2F6_283.068408_3.97_Neg	2F6	Neg	283.068408	3.97		C01762	HMDB0000299	64959	Xanthosine	C10H12N4O6				
2F6_285.082961_4.06_Pos	2F6	Pos	285.082961	4.06		C01762	HMDB0000299	64959	Xanthosine	C10H12N4O6				
3D7_363.034739_7.03_Neg	3D7	Neg	363.034739	7.03		C00655	HMDB0001554	73323	Xanthosine 5'-monophosphate	C10H13N4O9P				
3D7_365.049291_7.05_Pos	3D7	Pos	365.049291	7.05		C00655	HMDB0001554	73323	Xanthosine 5'-monophosphate	C10H13N4O9P				
5A10_204.030232_3.21_Neg	5A10	Neg	204.030232	3.21		C02470	HMDB0000881	5699	Xanthurenic acid	C10H7NO4				
5A10_206.044784_3.41_Pos	5A10	Pos	206.044784	3.41		C02470	HMDB0000881	5699	Xanthurenic acid	C10H7NO4				
6F8_151.061197_3.99_Neg	6F8	Neg	151.061197	3.99		C00379	HMDB0002917	6912	Xylitol	C5H12O5		1	PubChem	HMDB; Identity; KEGG ID
6F8_153.07575_3.98_Pos	6F8	Pos	153.07575	3.98		C00379	HMDB0002917	6912	Xylitol	C5H12O5		1	PubChem	HMDB; Identity; KEGG ID
Cleveland's std_229.011877_5.57_Neg	Cleveland's std	Neg	229.011877	5.57		C00231	HMDB0000868	439190	Xylulose 5-phosphate	C5H11O8P				
Cleveland's std_231.02643_5.54_Pos	Cleveland's std	Pos	231.02643	5.54		C00231	HMDB0000868	439190	Xylulose 5-phosphate	C5H11O8P				
